Income,Credit_Score,Loan_Amount,DTI_Ratio,Employment_Status,Approval
145780,423,93649,17,1,1
71373,498,51940,12,0,1
22560,494,9830,129,0,1
85349,751,15330,22,0,0
27559,577,17870,149,0,1
150715,673,112117,27,1,1
56209,481,39227,83,0,1
157673,339,78389,29,0,1
81678,705,58293,23,0,1
129982,482,37232,5,1,1
167270,724,11567,10,0,0
36668,696,3208,117,1,1
123003,791,62301,6,1,1
126681,562,36924,18,0,0
163054,659,6541,6,0,0
88871,470,23975,38,1,1
140422,534,97540,4,0,1
32180,838,5442,116,1,1
99016,479,3162,19,0,1
187942,786,128086,8,1,1
50051,652,32926,31,0,1
38098,423,8261,58,1,1
121213,692,72059,16,0,0
141113,749,105153,20,1,1
141929,751,15365,25,1,1
26964,660,10869,64,1,1
187357,750,16970,12,1,1
80887,565,35994,58,1,1
148383,396,92099,22,1,1
61494,428,7118,68,1,1
70602,698,22340,8,0,0
162533,365,103510,6,0,1
28377,793,18708,126,0,1
155899,460,27654,20,1,1
38533,796,25415,128,0,1
68083,490,4706,37,0,1
80524,453,32112,19,1,1
116771,571,91908,41,1,1
94238,793,59155,16,1,1
96065,589,61255,35,0,1
101739,324,52371,31,1,1
169016,567,2505,7,1,1
77330,783,40929,42,0,0
138657,684,108766,7,0,1
178616,509,130064,3,1,1
177314,371,132151,9,0,1
41615,465,8119,75,1,1
115771,744,10825,31,0,0
121914,475,93980,13,1,1
179340,504,84078,9,1,1
153034,595,31122,15,1,1
161848,488,34310,23,0,1
63982,663,4825,21,0,0
84374,490,10118,9,0,1
190323,420,77449,7,1,1
192626,728,123287,17,0,1
70527,399,12107,52,1,1
181226,521,92832,19,0,1
147627,725,71128,33,1,1
49447,610,7665,96,1,1
167681,402,77170,24,1,1
183485,457,134366,2,1,1
111822,555,45037,34,0,0
30278,682,18680,103,1,1
186153,519,15288,11,0,1
141057,672,72932,11,1,1
63146,442,31972,43,1,1
53753,478,41435,50,0,1
193562,460,125494,8,0,1
90537,592,48936,54,1,1
84821,313,42575,40,0,1
85893,738,58712,41,0,1
182197,684,128125,18,0,1
136341,627,54361,7,0,0
21173,710,3965,155,1,1
182927,606,11080,3,1,1
142354,439,81907,11,0,1
122280,580,2968,32,0,0
38066,592,22883,122,1,1
85755,325,24895,57,0,1
120225,640,88201,5,1,1
93603,607,36558,10,0,0
160966,529,94470,16,1,1
55065,438,16342,79,1,1
41497,799,29775,59,1,1
128927,548,97373,31,0,1
161265,559,127299,19,0,1
21565,569,6526,92,0,1
118194,496,58348,8,0,1
37152,334,23064,108,1,1
124082,505,11014,38,1,1
198827,706,48067,5,1,1
33144,840,24313,120,1,1
107820,817,26495,24,1,1
161262,823,56817,6,1,1
186446,344,107079,24,1,1
47495,819,30188,86,1,1
144458,498,11944,11,1,1
153394,630,42687,15,1,1
145045,773,53012,4,0,0
187175,650,145733,14,0,1
161635,682,38169,19,0,0
142265,673,11787,17,0,0
131617,672,62968,11,1,1
42136,652,6303,71,1,1
183570,850,142513,5,0,1
52973,761,10795,82,0,1
166344,633,105345,13,0,1
130721,584,6121,24,1,1
186353,616,53683,22,0,0
147101,642,92032,18,0,1
156502,506,30718,12,0,1
172422,554,41545,27,1,1
154012,632,90887,27,0,0
185197,478,104235,2,1,1
104376,512,66535,21,1,1
29165,321,5969,21,0,1
30289,320,6498,60,1,1
127308,392,74495,27,0,1
154069,715,41427,14,0,0
57655,806,28131,63,1,1
58723,602,24230,26,0,0
60404,436,8630,70,1,1
116580,507,43951,29,0,1
39144,775,25422,78,1,1
118556,471,18864,20,0,1
159072,325,108501,7,0,1
198822,345,115957,6,1,1
100873,705,71677,6,0,1
166570,684,31692,13,1,1
22498,766,7625,181,0,1
73722,527,57150,17,1,1
91489,810,23684,32,0,0
95161,373,4908,49,0,1
111340,407,14952,22,1,1
167096,718,50023,18,0,0
196676,497,35252,24,1,1
123055,332,69911,12,1,1
76478,668,24317,37,0,0
57005,367,40336,84,0,1
197405,656,85299,6,0,0
171176,674,2979,11,0,0
115629,578,64964,36,0,0
183460,596,95588,11,0,0
102063,451,1592,9,0,1
187744,509,143941,20,1,1
185565,762,65721,5,1,1
95506,434,19506,9,0,1
28884,593,18738,109,1,1
112713,447,6300,9,0,1
94557,741,40266,27,0,0
197657,639,136585,16,1,1
67923,469,4614,66,1,1
94242,396,12600,37,0,1
120336,809,79716,15,0,1
188985,721,9638,22,1,1
119585,557,68679,41,1,1
83003,642,64123,47,0,1
41658,773,21829,69,0,1
99735,775,4041,36,0,0
156592,500,91059,3,1,1
54015,773,12147,39,1,1
75909,461,56220,46,1,1
166407,539,104457,9,0,1
108421,359,28295,30,1,1
75288,766,60075,27,0,1
20744,373,15676,106,1,1
131159,794,103072,21,0,1
158996,357,43824,27,1,1
161933,622,9086,9,0,0
47556,344,2285,27,1,1
76722,523,24826,9,0,1
33999,547,2344,63,1,1
34376,841,14244,106,1,1
122837,682,69343,21,1,1
62666,659,31434,27,1,1
156988,660,44983,22,1,1
96875,619,77194,14,0,1
149419,649,12328,4,0,0
114256,433,58832,27,1,1
56075,491,6909,29,1,1
35209,663,7255,46,0,0
179667,760,76431,5,0,0
78301,625,58749,44,1,1
183268,525,47351,7,1,1
95994,551,51233,40,0,0
58417,534,33137,16,1,1
73499,523,14113,48,1,1
142665,742,9178,13,1,1
160590,664,19724,23,1,1
113373,607,51905,40,0,0
197172,801,8479,9,0,0
153757,628,14486,25,1,1
187129,429,138367,22,0,1
159494,778,16002,19,0,0
102114,324,52882,25,0,1
111000,661,13697,25,0,0
98384,425,69313,42,1,1
47368,388,37359,62,0,1
147925,373,58459,25,0,1
22055,381,14587,77,0,1
113355,715,85953,14,1,1
35797,699,13264,22,0,0
125848,793,80967,25,0,1
89642,552,20945,29,1,1
37614,604,3738,91,0,1
194623,553,131178,8,0,1
144215,552,45576,9,1,1
183434,443,48432,7,0,1
73168,606,41184,52,0,1
127403,557,11700,14,1,1
40609,358,22431,116,1,1
74927,368,35407,12,1,1
24236,368,18608,173,1,1
74850,658,45733,8,1,1
97378,670,25845,46,0,0
78286,397,24528,18,1,1
20933,811,5192,84,0,1
113815,321,37477,24,0,1
127942,560,15361,28,1,1
185134,576,108226,9,0,0
43107,602,16329,62,1,1
142819,436,108276,4,1,1
85588,655,37309,56,1,1
98989,355,18322,16,0,1
146737,687,1759,34,0,0
165229,355,114712,19,1,1
108014,481,78414,31,0,1
86698,577,17111,32,0,0
135357,800,84974,18,0,1
22036,496,14627,27,0,1
97398,504,14479,38,0,1
87160,471,59243,30,1,1
68574,534,16617,51,1,1
87657,767,41828,15,1,1
182184,821,51812,26,0,0
107158,526,4442,25,0,1
137252,756,86333,16,1,1
70452,535,17698,55,1,1
77599,788,23249,7,1,1
107809,443,24910,14,0,1
31832,334,1400,78,0,1
193468,587,13382,7,0,0
197706,790,56263,23,1,1
75101,667,53024,9,0,1
45421,621,27959,106,0,1
71974,712,28230,41,1,1
126718,646,50185,30,1,1
178795,791,85171,22,0,0
188630,617,83626,12,1,1
62365,699,33592,60,0,1
102640,619,71991,14,0,1
151984,837,52628,31,0,0
129781,709,32963,15,1,1
154256,335,11710,28,0,1
88050,415,67931,33,0,1
178752,775,2492,19,1,1
194815,416,69329,4,0,1
117319,576,53001,31,1,1
67578,734,45844,54,1,1
140068,665,46669,14,0,0
154611,554,123687,14,1,1
63061,521,20790,30,1,1
106695,411,70716,25,0,1
76009,353,54899,57,1,1
125149,337,75392,21,1,1
127029,672,100979,38,1,1
63980,579,36925,65,0,1
98258,564,41928,11,1,1
172045,693,54658,25,0,0
196225,468,27456,23,1,1
144109,518,84777,18,0,1
156117,530,100686,6,0,1
192832,827,118357,16,1,1
137444,836,69911,24,1,1
54381,303,5149,64,0,1
125886,559,16026,17,0,0
178026,810,22525,27,1,1
49858,651,38453,40,1,1
25493,659,3531,89,0,1
177699,847,84461,26,0,0
146100,595,52180,10,0,0
54350,445,21335,62,0,1
113814,383,22815,14,1,1
168297,523,121637,28,0,1
32964,541,15840,83,1,1
42891,419,2938,17,1,1
86903,711,16796,8,0,0
184283,667,120948,11,0,1
79761,402,22951,59,0,1
38689,308,15248,106,1,1
33837,574,26363,145,0,1
137690,318,43231,13,1,1
121542,577,86606,12,0,1
114347,812,70834,20,1,1
183314,380,110753,21,1,1
94044,377,11548,17,0,1
93850,688,46897,7,0,0
31101,701,16199,46,0,0
107576,442,36437,28,0,1
43373,413,32079,48,0,1
143021,405,22194,23,1,1
117971,609,65603,32,0,0
169085,740,108966,12,0,1
118394,586,33087,32,1,1
31571,425,14851,106,1,1
139149,750,80081,28,1,1
55948,614,30525,81,1,1
180735,514,60494,4,1,1
180394,513,100109,7,0,1
162017,706,83887,7,1,1
188321,592,50616,7,1,1
72349,760,1560,54,0,1
40855,778,19017,23,1,1
161073,321,38342,21,1,1
58427,340,28117,36,1,1
105609,686,57898,24,1,1
121049,514,26562,25,0,1
182270,446,37840,26,0,1
35235,590,4173,48,0,0
148997,490,40615,4,1,1
150649,347,23863,7,0,1
107858,758,29537,39,1,1
110971,307,24426,9,0,1
182290,458,18806,3,0,1
136376,314,43087,17,1,1
21846,629,16482,37,1,1
41188,531,6092,108,0,1
127868,732,82685,19,0,1
58738,743,15697,71,0,1
163868,314,94619,3,0,1
167346,502,114694,12,1,1
126059,371,95295,19,0,1
150795,723,80407,6,1,1
130259,389,95376,37,1,1
48229,817,5899,25,0,0
179788,595,40617,26,0,0
81854,365,33140,55,1,1
172283,515,39584,27,0,1
30162,830,1235,32,1,1
80207,451,43854,17,1,1
135294,831,105977,15,0,1
183809,616,33407,12,0,0
160505,508,100831,15,1,1
59707,647,32834,35,1,1
89918,607,66002,12,1,1
144661,811,21354,5,0,0
152878,494,8246,6,0,1
135126,370,13283,32,0,1
188095,545,117558,23,0,1
101334,392,20992,6,1,1
111277,347,80550,23,1,1
47888,357,11332,61,1,1
93823,367,62413,43,1,1
196412,724,123953,5,1,1
134799,491,55662,31,0,1
99006,474,65541,43,1,1
184729,390,25507,4,1,1
32312,329,24837,122,0,1
175269,483,13408,10,1,1
45344,418,28103,80,0,1
51160,627,34096,29,0,1
101263,726,48801,6,1,1
167824,324,12293,17,1,1
192537,389,4766,18,1,1
33027,589,7903,110,0,1
135347,751,17630,19,1,1
62221,469,17667,63,1,1
81061,536,13584,61,1,1
65877,375,15142,13,1,1
23951,328,8821,59,0,1
162268,442,44337,11,0,1
65593,779,44858,38,0,1
144088,354,113510,26,0,1
153040,702,35585,4,0,0
46193,619,23393,42,1,1
99800,414,66929,47,0,1
110692,622,38532,31,1,1
80980,500,4699,24,1,1
76882,345,44585,63,1,1
151303,421,87853,18,1,1
109964,303,17440,30,0,1
160346,334,106357,27,1,1
169264,557,117188,12,0,1
76031,368,54368,21,0,1
119884,661,53819,22,1,1
60981,440,42843,9,0,1
69805,604,54530,53,0,1
175727,678,56666,5,0,0
123862,633,72584,8,0,0
175759,401,114971,12,0,1
31687,417,2331,70,1,1
79196,581,1363,7,1,1
39782,731,2963,116,0,1
167222,525,116680,7,0,1
179087,740,46901,10,0,0
114214,526,32596,41,1,1
72964,404,22452,51,0,1
118469,402,87620,14,0,1
26035,348,5414,27,1,1
149502,642,11961,27,0,0
30040,346,5763,57,1,1
23350,843,17089,187,1,1
155476,567,120967,8,0,1
41251,338,27364,37,1,1
67512,413,20764,69,0,1
153832,604,51810,6,0,0
94830,802,25498,37,1,1
180464,503,40508,25,0,1
116652,382,86194,24,1,1
85800,663,31282,20,0,0
77440,556,18855,59,0,1
168669,823,103015,8,1,1
96314,525,65549,21,0,1
88985,311,3764,16,0,1
33278,408,8277,16,0,1
50451,606,33215,11,1,1
169699,779,115542,23,0,1
129134,520,67316,16,1,1
81414,360,14977,32,1,1
186251,790,93938,14,0,0
58750,534,10534,70,0,1
41019,538,22395,85,0,1
199340,827,8561,20,1,1
57624,796,21157,22,1,1
111407,651,19677,21,1,1
156253,724,100734,12,1,1
33781,514,7534,47,0,1
53243,793,21459,16,1,1
56859,788,2862,42,0,0
112423,651,43431,36,0,0
116129,351,31884,13,0,1
27636,819,17527,41,1,1
160600,324,98816,16,0,1
81773,828,47556,47,0,0
79095,799,51735,59,1,1
173692,565,74420,27,1,1
160023,367,109367,11,0,1
30011,716,3349,49,1,1
44886,537,24009,42,1,1
69580,553,4854,51,0,1
104430,655,26032,29,1,1
89505,417,47333,52,1,1
194103,413,15815,21,1,1
167994,438,50414,8,1,1
114538,439,84130,34,1,1
187471,565,1027,6,0,0
92903,624,60325,51,1,1
127869,657,86253,33,0,1
24665,799,7236,134,0,1
80438,725,56498,29,0,1
80450,807,12846,15,0,0
123321,549,66411,6,0,1
179320,636,55034,22,0,0
65013,701,10778,29,0,0
33027,481,12762,95,1,1
93755,788,39175,23,0,0
123143,802,43695,16,0,0
124870,316,33395,31,1,1
63774,819,30890,68,1,1
181918,516,54354,27,1,1
93303,786,26739,47,1,1
182763,644,43946,16,0,0
96298,453,18502,33,1,1
41251,838,20763,97,0,1
145206,362,28331,7,1,1
172893,394,102561,18,1,1
68857,445,47001,18,1,1
111412,583,40121,8,1,1
145604,482,101668,4,1,1
79133,529,48929,42,1,1
176815,403,37080,18,1,1
59418,579,38723,35,1,1
125095,526,6061,6,1,1
65326,512,42913,29,0,1
151102,802,88073,12,1,1
77934,489,8107,12,1,1
120672,445,85241,24,1,1
77639,636,8677,63,0,1
199718,773,79350,9,1,1
157185,651,5828,3,1,1
181646,567,43911,19,0,0
190645,401,108893,15,0,1
162770,755,117312,26,0,1
161474,692,85856,12,1,1
138734,737,82724,14,1,1
80371,681,32136,16,0,0
23007,318,12837,150,1,1
87327,309,37136,54,0,1
153789,536,76197,24,0,1
37388,770,5888,69,0,1
188338,780,4151,23,1,1
188127,814,106379,21,0,0
65659,682,47282,48,0,1
131776,567,23425,5,0,0
167060,326,45792,8,0,1
97118,697,11930,34,1,1
44244,784,29370,64,1,1
68016,713,33628,41,0,0
77250,842,13918,23,0,0
196566,834,7630,11,0,0
123647,379,54113,28,1,1
137384,755,22952,17,1,1
102602,568,60901,8,0,0
98634,779,7301,15,0,0
90222,697,19569,29,1,1
175733,557,30038,20,0,0
127423,344,31448,29,0,1
27532,381,19647,124,1,1
125309,692,7092,38,0,0
61983,314,43490,10,0,1
100728,433,68059,19,0,1
85073,651,24681,30,0,0
177921,618,44304,6,1,1
191605,711,29471,8,0,0
64395,669,43382,34,0,1
47763,381,27392,36,1,1
111263,463,42044,23,0,1
122100,627,94904,26,0,1
99478,631,79569,6,0,1
58670,823,32593,77,1,1
60005,360,13556,80,0,1
71507,310,7629,44,1,1
66488,822,24999,56,1,1
30247,321,20585,106,0,1
78466,783,4923,12,1,1
171648,360,26209,21,0,1
192904,732,112123,11,0,0
159598,840,68468,22,1,1
26732,493,4293,165,0,1
146863,338,26047,18,1,1
39884,819,12169,114,0,1
67319,762,4527,69,0,1
149399,507,68344,13,0,1
86266,392,26388,25,0,1
199778,619,79853,23,0,0
89213,436,19488,20,0,1
199052,696,144233,14,1,1
69800,528,37818,31,1,1
37554,534,29144,65,0,1
36673,591,22127,91,1,1
142869,622,29764,25,0,0
42174,556,11923,28,1,1
139641,494,24268,7,1,1
59226,418,31027,72,0,1
144178,708,61614,8,1,1
79880,635,47667,58,0,1
30246,640,18062,99,1,1
137688,459,28567,26,1,1
122500,802,35434,21,0,0
67724,693,48081,26,0,1
103867,356,76849,39,0,1
180781,816,12750,10,0,0
39800,529,29785,46,1,1
86332,629,29387,8,1,1
150084,468,40154,30,0,1
127521,442,60961,29,0,1
107812,426,76167,13,1,1
181162,752,39245,27,1,1
162284,692,82847,23,0,0
119461,340,21240,39,1,1
131448,500,71096,18,1,1
114786,701,18471,9,0,0
178899,656,42401,14,0,0
29335,639,3591,64,1,1
107605,691,62858,28,1,1
47408,516,5761,47,0,1
179273,450,141613,25,0,1
90785,472,43533,20,0,1
138217,709,91295,18,1,1
113181,344,43406,33,1,1
161750,830,79724,16,0,0
170401,351,63995,14,1,1
158436,595,84950,28,1,1
20288,705,3393,37,1,1
169706,674,81602,25,0,0
198144,435,149289,6,0,1
20233,808,9171,175,0,1
159760,815,44216,6,0,0
62675,525,14293,29,1,1
137654,362,19492,20,1,1
112646,539,41315,35,0,1
137669,406,19801,14,1,1
85164,443,67750,33,1,1
99647,380,23649,32,1,1
66486,440,9433,17,0,1
105472,608,36593,45,1,1
111887,315,40146,13,1,1
24796,372,18499,122,0,1
149697,404,117657,14,1,1
197823,801,4875,10,1,1
99568,703,59570,5,0,0
65072,358,3603,38,0,1
196941,605,75391,2,1,1
46894,462,30160,21,1,1
187774,510,82364,25,0,1
38179,580,12948,70,0,1
60992,316,16651,35,0,1
158645,745,115261,25,1,1
139858,749,51253,19,1,1
179973,813,53755,27,1,1
74078,454,38264,9,1,1
44800,716,24243,85,0,1
172655,301,124766,22,0,1
99774,689,68523,12,1,1
184700,467,60880,19,0,1
122218,772,31305,32,0,0
121742,586,44758,12,0,0
155595,479,19528,13,1,1
183638,720,114208,23,1,1
197688,802,39932,9,0,0
61151,561,47751,71,0,1
190199,388,61427,11,0,1
21393,702,9470,45,1,1
125958,320,52926,22,0,1
86136,679,49025,7,1,1
194660,836,101232,8,0,0
172829,397,73489,10,0,1
197002,372,89858,7,0,1
103897,701,11927,15,1,1
144603,746,40285,5,1,1
97940,450,15228,22,1,1
197549,726,99358,12,0,0
38437,704,9401,22,1,1
84559,327,58499,8,0,1
141382,702,91376,21,0,1
77121,373,41417,24,1,1
74990,773,32309,31,1,1
178142,529,124838,20,1,1
99987,480,23134,21,1,1
101761,373,71623,16,1,1
47782,436,10477,79,1,1
61802,586,41143,69,1,1
179715,593,133385,26,0,1
29747,716,4990,138,0,1
110960,711,2400,9,1,1
166545,735,50185,21,0,0
156631,702,35881,24,0,0
119202,463,61312,19,0,1
111072,701,26458,40,1,1
38235,486,12019,17,1,1
113016,431,4451,33,1,1
130384,606,101434,27,1,1
49775,730,25597,86,0,1
59572,545,25922,29,0,1
27945,709,8999,104,0,1
143790,638,91380,21,0,1
105921,601,48896,18,0,0
174241,319,95212,14,1,1
164524,662,122663,27,1,1
96053,349,6125,28,0,1
102841,389,53318,6,1,1
23324,682,17826,177,0,1
169099,460,69428,27,0,1
42340,644,17132,93,0,1
118213,800,23093,7,0,0
127926,699,88078,24,0,1
161285,486,116165,24,0,1
181102,818,104247,24,1,1
192259,396,145685,19,0,1
87674,492,12366,34,0,1
83255,525,50525,23,1,1
94686,501,62122,24,1,1
33748,538,22068,72,0,1
142073,574,106029,19,1,1
36914,411,12472,71,1,1
127232,303,51186,34,1,1
117009,749,65669,32,1,1
27199,377,18854,131,0,1
45147,591,31872,102,0,1
138613,599,95294,29,0,1
139640,809,66040,9,0,0
49314,737,39317,93,1,1
117768,456,63287,10,1,1
191021,700,146722,13,1,1
164960,733,39776,25,1,1
166131,323,103698,29,1,1
99602,682,76434,35,1,1
139141,501,9601,29,1,1
138486,780,18175,34,0,0
131251,385,86054,13,0,1
184394,532,127106,8,1,1
175931,392,75465,17,1,1
171477,761,122589,17,1,1
172915,718,131945,14,0,1
41020,793,32805,69,0,1
30213,742,21761,39,1,1
49744,389,21713,74,1,1
94225,586,55061,9,0,0
50907,335,7638,85,1,1
133587,725,56009,34,1,1
139259,816,29139,14,0,0
119426,512,27142,31,0,1
155425,478,26357,16,1,1
38690,429,2464,20,1,1
165839,759,111651,9,1,1
117114,732,12309,37,1,1
23897,374,18793,64,0,1
199765,665,21601,12,1,1
121350,327,90893,30,0,1
31055,301,21968,107,1,1
63478,639,4281,28,0,0
105926,683,67742,33,1,1
107970,486,20859,13,0,1
24832,694,16673,111,1,1
188218,418,72339,12,0,1
41750,819,31817,115,0,1
94771,447,50619,5,1,1
37740,811,10194,18,1,1
157607,783,104705,29,0,1
148173,697,17302,9,0,0
146723,411,31829,9,0,1
122124,651,30617,31,1,1
178300,302,26179,27,1,1
113838,404,56302,17,1,1
63801,456,36597,11,1,1
199531,328,27338,7,0,1
115291,325,50932,36,0,1
147104,498,70424,16,0,1
123947,306,74206,39,0,1
136371,609,98079,4,1,1
74429,618,19685,34,0,0
116722,685,51529,28,0,0
68713,389,12157,28,0,1
182674,682,31024,3,1,1
41524,340,5411,42,0,1
109043,814,73904,4,1,1
119218,787,5442,41,1,1
50012,529,36072,78,0,1
177994,318,90552,12,0,1
194431,781,22614,8,0,0
91059,432,12473,7,1,1
111698,463,30788,32,0,1
164142,749,47016,18,1,1
68676,490,8043,33,0,1
122124,643,92681,5,0,1
101853,427,13574,8,1,1
61840,485,39359,36,0,1
86794,569,53424,7,1,1
110596,481,18599,12,0,1
120913,584,51679,33,0,0
167013,472,89462,16,0,1
77508,480,53122,12,0,1
64685,586,25736,43,0,0
40203,824,2817,40,0,0
49849,762,1137,77,1,1
72356,648,34965,27,1,1
71445,453,11156,31,0,1
141706,360,57466,13,1,1
172160,491,126351,14,0,1
68984,790,49669,69,0,1
88624,740,10431,48,0,0
57590,387,15936,82,1,1
67466,741,26094,14,1,1
121249,786,66214,13,0,0
57997,599,3481,17,0,0
62473,399,36029,9,0,1
164073,511,3450,10,0,1
79340,425,16582,53,1,1
106382,553,9981,10,0,0
34078,793,3610,59,0,1
57399,831,12769,62,1,1
39096,515,10917,19,0,1
153028,780,53313,31,0,0
23682,795,16037,207,1,1
61229,771,3257,57,1,1
116535,452,33225,25,0,1
157224,630,125325,16,0,1
52122,771,18114,88,1,1
196324,643,153677,6,1,1
93713,474,30218,52,0,1
86980,342,49890,18,1,1
36663,309,18202,107,0,1
136319,398,69586,3,1,1
160359,632,11511,13,1,1
95344,706,74284,6,1,1
108790,556,65999,34,1,1
81913,823,8754,49,1,1
160747,530,25887,18,0,1
143620,836,106871,7,0,1
193967,421,40623,17,0,1
169198,791,75700,12,1,1
43596,729,6823,95,1,1
121797,594,16056,37,0,0
32362,577,12180,71,0,1
95654,485,4273,21,1,1
37092,314,16689,33,1,1
96909,467,22156,26,1,1
141645,422,29574,31,0,1
190578,603,53107,19,0,0
145644,661,45588,12,0,0
91627,513,48358,29,0,1
70009,531,47894,13,1,1
90360,501,33073,15,0,1
128867,524,47657,21,0,1
181777,808,136395,22,0,1
144142,793,100625,10,0,1
80289,809,33901,16,1,1
141995,413,95942,20,1,1
129118,588,48104,21,0,0
156564,567,115486,3,0,1
147649,742,53617,29,1,1
89828,613,55764,5,1,1
175723,607,90146,8,0,0
155057,493,77267,20,0,1
184056,330,26701,5,1,1
49724,494,36621,84,0,1
63102,336,24191,10,1,1
137290,468,27600,35,1,1
126953,348,72443,7,1,1
172456,410,114033,12,1,1
128293,640,5204,31,1,1
154234,617,39836,5,1,1
83258,662,31874,8,0,0
158651,609,61290,27,1,1
121664,529,22628,13,1,1
126535,528,56362,15,1,1
68173,528,10621,39,0,1
185318,437,31879,6,0,1
170451,371,8170,12,1,1
25315,458,3814,137,0,1
188048,833,70532,5,1,1
195043,352,99824,13,0,1
76867,336,17749,56,1,1
125899,827,45138,31,1,1
88447,694,43579,25,0,0
87814,712,63501,21,0,1
77569,310,15596,9,0,1
139618,401,88505,21,1,1
81752,591,12573,58,1,1
189209,347,33962,6,0,1
23131,303,3941,52,0,1
55180,352,33943,67,0,1
149772,599,40761,7,1,1
129079,727,31986,36,1,1
149392,338,35172,31,0,1
71153,766,6313,40,1,1
117973,545,47074,22,1,1
63346,429,45632,23,1,1
126048,696,8391,5,1,1
171299,301,24915,24,0,1
48277,531,37364,61,0,1
46536,604,36656,24,1,1
34868,359,17698,72,1,1
133962,307,33770,30,1,1
90999,578,42143,48,1,1
141211,669,57153,20,0,0
84465,598,6950,7,0,0
